Existence of nearby care centers - exists,Existence of special needs care centers - does not exist,Existence of health resources - exists,Type and size of medical resources - Hospitals,Existence of a first aid center - exists,Town,Observation URI,Total number of care centers,Type and size of medical resources - Clinics,Existence of special needs care centers - exists,Type and size of medical resources - Pharmacies,Total number of first aid centers,Type and size of medical resources - Labs and Radiology ,references,Percentage of towns with special needs indiciduals - Without special needs,Percentage of towns with special needs indiciduals - With special needs,refArea,publisher,dataset,Type and size of medical resources - Medical Centers
0,1,0,0,0,Qoubber Chamra,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qoubber+Chamra,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Qounaitra,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qounaitra,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Qoussaya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qoussaya,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/ZahlÃ©_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Qraine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qraine,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Qraiyat,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qraiyat,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Qraiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qraiyeh,1,0,0,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Qraiyet Jlayse,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qraiyet+Jlayse,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Qraiyet Saida,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qraiyet+Saida,0,1,0,4,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Qsaibet En-Nabatiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qsaibet+En-Nabatiyeh,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,0,Qsarnaba,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qsarnaba,1,1,0,4,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Raachine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Raachine,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Raait,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Raait,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/ZahlÃ©_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Rabb Et-Tlatine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rabb+Et-Tlatine,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Marjeyoun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,1,1,Rabieh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rabieh,0,1,0,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Rachaaine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rachaaine,0,1,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Rachaf,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rachaf,2,1,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Rachaiya El-Foukhar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rachaiya+El-Foukhar,1,2,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Hasbaya_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,1,1,1,Rachaya El Wadi,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rachaya+El+Wadi,0,1,1,5,1,1,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,0,Rafid Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rafid+Rachaya,2,1,0,3,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,0,Rahbeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rahbeh,1,2,0,2,0,1,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,1,0,0,0,Ram,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ram,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Ramlieh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ramlieh,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,1,0,0,Ramyet Bent Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ramyet+Bent+Jbeil,0,0,1,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,1,1,Ras Baalbek Ech-Charqi,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ras+Baalbek+Ech-Charqi,0,2,0,3,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Ras El Matn,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ras+El+Matn,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Ras El-Href,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ras+El-Href,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Ras Kifa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ras+Kifa,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,2,0,Ras Masqa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ras+Masqa,2,1,0,10,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Rasha,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rasha,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Rashana,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rashana,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Rawda Bekaa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rawda+Bekaa,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Western_Beqaa_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Rawda Village,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rawda+Village,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Rayfoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rayfoun,0,1,0,3,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,1,Rechdibbine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rechdibbine,0,0,1,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Richmaiya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Richmaiya,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Rihan Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rihan+Jezzine,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,1,0,0,0,Rihana,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rihana,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Rihaniyet Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rihaniyet+Aakkar,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Rihaniyet Minie,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rihaniyet+Minie,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Rijmeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rijmeh,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Rimat,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rimat,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,1,0,Rimhala,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rimhala,0,0,0,6,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Rmadiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rmadiyeh,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Tyre_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Rmaich,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rmaich,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Rmeilet Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rmeilet+Ech-Chouf,0,1,0,2,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Rouayssrt El-Ballout,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Rouayssrt+El-Ballout,1,1,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,0,Roum,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Roum,1,1,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Roumieh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Roumieh,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Roumine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Roumine,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Saadine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Saadine,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,0,Saadnayel,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Saadnayel,4,4,0,10,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/ZahlÃ©_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Saaideh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Saaideh,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Sabbah,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sabbah,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Sadiqine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sadiqine,0,2,0,4,2,2,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Tyre_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,0,0,0,0,Safad Al-Battikh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Safad+Al-Battikh,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Safra Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Safra+Kesrouane,0,1,0,3,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Saghbine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Saghbine,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Western_Beqaa_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Sahle,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sahle,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,1,7,1,Saida,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Saida,7,21,1,35,7,5,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,9
0,1,1,1,0,Saksakiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Saksakiyeh,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Salhiyet Saida,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Salhiyet+Saida,2,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Salima Baabda,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Salima+Baabda,0,1,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Sammaqiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sammaqiyeh,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Sanaya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sanaya,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Saouanet Marjayoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Saouanet+Marjayoun,1,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Marjeyoun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Saoufar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Saoufar,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Sarafand,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sarafand,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Sarba En-Nabatieh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sarba+En-Nabatieh,2,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Sariita,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sariita,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,0,Sarin Fawqa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sarin+Fawqa,4,1,0,6,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Sayssouq,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sayssouq,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Sebaal Zgharta,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sebaal+Zgharta,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Sehjoud,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Sehjoud,1,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Hermel_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Selaa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Selaa,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Tyre_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,1,0,0,Selaata,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Selaata,0,1,1,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Selfaya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Selfaya,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Semqaniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Semqaniyeh,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
